_id,index,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
697c87b8b8505b6fcd31fe93,2831,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
697c87b8b8505b6fcd323b00,18300,-1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,1,0,-1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,-1,1,1
697c87e7e317884755bc501b,20316,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,1,1,1
697c87e7e317884755bc2af8,10809,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
697c87e7e317884755bc2dc0,11521,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
697c87e7e317884755bc32e9,12842,1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
697c87b8b8505b6fcd323eb9,19253,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
697c87b8b8505b6fcd3229d1,13901,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,1
697c87e7e317884755bc261a,9563,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd3207de,5210,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
697c87e7e317884755bc0a15,2390,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,-1
697c87b8b8505b6fcd32258b,12807,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
697c87e7e317884755bc0ada,2587,1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
697c87b8b8505b6fcd31ff2d,2985,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,1
697c87e7e317884755bc3102,12355,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,-1,-1,0,-1,-1
697c87e7e317884755bc44e5,17446,-1,-1,-1,-1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
697c87e7e317884755bc2366,8871,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1
697c87e7e317884755bc4a06,18759,1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,-1
697c87e7e317884755bc5140,20609,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1
697c87b8b8505b6fcd323898,17684,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,-1,1
697c87b8b8505b6fcd320c35,6321,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1
697c87e7e317884755bc291e,10335,1,-1,1,1,1,-1,0,-1,1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
697c87e7e317884755bc3bff,15168,1,-1,1,1,1,-1,0,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
697c87b8b8505b6fcd31f89e,1306,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,-1,1,-1
697c87b8b8505b6fcd3216ed,9065,1,-1,1,1,1,-1,1,0,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd3239b0,17964,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1
697c87b8b8505b6fcd31f667,739,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd31fc25,2209,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
697c87e7e317884755bc44ca,17419,-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
697c87b8b8505b6fcd31f5e2,606,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
697c87e7e317884755bc0f9d,3806,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,-1,1,0,1,1
697c87b8b8505b6fcd32204b,11463,1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd320f98,7188,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1
697c87b8b8505b6fcd320838,5300,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
697c87e7e317884755bc3286,12743,1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,-1
697c87b8b8505b6fcd32164d,8905,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
697c87e7e317884755bc2bdd,11038,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
697c87e7e317884755bc3e6e,15791,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,-1
697c87b8b8505b6fcd323534,16816,-1,-1,1,1,1,-1,0,0,-1,1,1,-1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1
697c87b8b8505b6fcd3202df,3931,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
697c87e7e317884755bc556d,21678,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,0,0,-1,1,1,0,-1,1,-1,1,1,1,1,1,1,-1,1,1
697c87e7e317884755bc112b,4204,1,-1,1,1,-1,-1,0,-1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
697c87e7e317884755bc462e,17775,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1
697c87e7e317884755bc1170,4273,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,0,1,-1
697c87b8b8505b6fcd324594,21008,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1
697c87e7e317884755bc29f8,10553,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
697c87e7e317884755bc2754,9877,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,-1,0,1,-1
697c87b8b8505b6fcd320617,4755,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd321548,8644,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1
697c87b8b8505b6fcd3241d8,20052,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
697c87e7e317884755bc2f77,11960,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1
697c87b8b8505b6fcd3248dc,21848,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,-1
697c87e7e317884755bc1a1f,6496,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1
697c87b8b8505b6fcd3225bf,12859,1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
697c87e7e317884755bc4160,16545,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,-1,1
697c87b8b8505b6fcd321106,7554,-1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,0,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1
697c87e7e317884755bc08c8,2057,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd323c3e,18618,-1,-1,1,1,1,-1,0,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1
697c87b8b8505b6fcd31fe0d,2697,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
697c87e7e317884755bc1e15,7510,-1,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1
697c87e7e317884755bc3492,13267,1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
697c87b8b8505b6fcd323775,17393,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
697c87e7e317884755bc1f82,7875,-1,-1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,1,1,-1
697c87b8b8505b6fcd321263,7903,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
697c87b8b8505b6fcd321615,8849,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,1,1,-1,1,1,1,0,-1,1,0,1,-1
697c87e7e317884755bc0c71,2994,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
697c87b8b8505b6fcd3236c3,17215,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
697c87b8b8505b6fcd31f55f,475,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1
697c87b8b8505b6fcd323c21,18589,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
697c87b8b8505b6fcd3245fb,21111,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87e7e317884755bc5604,21829,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
697c87b8b8505b6fcd320c8a,6406,1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,-1,1,1,0,1,-1
697c87e7e317884755bc2e4f,11664,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,1
697c87e7e317884755bc0b64,2725,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,1
697c87e7e317884755bc1b76,6839,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
697c87e7e317884755bc3e8e,15823,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,0,-1,-1,-1,0,1,1,1,1,1,-1,0,-1,1,0,-1,1
697c87e7e317884755bc0a5c,2461,1,1,1,-1,1,-1,1,1,-1,1,1,1,-1,0,1,-1,1,-1,0,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1
697c87e7e317884755bc1ebf,7680,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
697c87e7e317884755bc341b,13148,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,1,-1,1,1,1
697c87e7e317884755bc3d15,15446,1,-1,1,1,1,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,-1
697c87b8b8505b6fcd320c57,6355,-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,-1,-1
697c87b8b8505b6fcd322575,12785,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,1
697c87b8b8505b6fcd32094d,5577,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,-1,1,1
697c87b8b8505b6fcd321a21,9885,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
697c87e7e317884755bc12dc,4637,1,-1,1,1,1,-1,0,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,0,1,-1
697c87e7e317884755bc0cb9,3066,1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
697c87b8b8505b6fcd320ae6,5986,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
697c87e7e317884755bc3bf5,15158,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,-1,0,1,-1
697c87b8b8505b6fcd323495,16657,1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,-1,-1
697c87b8b8505b6fcd321ba5,10273,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87e7e317884755bc106d,4014,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,-1
697c87b8b8505b6fcd321e98,11028,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1
697c87e7e317884755bc466a,17835,1,-1,1,1,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
697c87e7e317884755bc1664,5541,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
697c87b8b8505b6fcd3215e0,8796,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,1,1,1,1
697c87b8b8505b6fcd32167b,8951,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,-1,1,0,1,1
697c87e7e317884755bc18e4,6181,-1,1,1,-1,1,-1,0,0,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,1,1,1,1,0,1,1,1,1,-1
697c87e7e317884755bc2fb3,12020,1,-1,1,1,1,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
697c87b8b8505b6fcd322400,12412,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,1,-1
697c87b8b8505b6fcd31f74d,969,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
697c87b8b8505b6fcd321b3f,10171,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1
697c87b8b8505b6fcd3201fd,3705,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
697c87e7e317884755bc0c41,2946,1,-1,1,1,1,-1,0,0,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
697c87e7e317884755bc2078,8121,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
697c87b8b8505b6fcd323487,16643,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,1
697c87e7e317884755bc40e2,16419,-1,1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,1,-1,0,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1
697c87e7e317884755bc4598,17625,-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,0,0,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
697c87b8b8505b6fcd31f73c,952,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
697c87e7e317884755bc469f,17888,-1,-1,1,1,-1,-1,0,0,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,-1,1,1,-1
697c87e7e317884755bc4497,17368,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,0,0,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,1,0,1,1
697c87e7e317884755bc3698,13785,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,1,-1,-1,1,0,-1,1,-1,-1,1,-1,0,-1,1,1,-1,-1
697c87e7e317884755bc0f44,3717,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd323b73,18415,1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
697c87e7e317884755bc11a9,4330,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
697c87e7e317884755bc5628,21865,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,1,-1,1,0,1,1
697c87e7e317884755bc2c19,11098,1,-1,1,1,1,-1,0,0,1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,0,-1,-1
697c87b8b8505b6fcd32332c,16296,1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
697c87b8b8505b6fcd3207c7,5187,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,0,1,1,1,1,-1
697c87b8b8505b6fcd323458,16596,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
697c87b8b8505b6fcd3230e7,15715,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,-1
697c87b8b8505b6fcd323e2b,19111,-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
697c87e7e317884755bc3a60,14753,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
697c87e7e317884755bc35cf,13584,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,-1,-1
697c87b8b8505b6fcd322f44,15296,1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd320b2f,6059,-1,-1,1,-1,1,1,0,1,1,-1,-1,1,-1,1,1,-1,-1,1,0,-1,1,-1,-1,-1,1,1,-1,1,1,1,1
697c87e7e317884755bc5124,20581,-1,-1,1,1,1,-1,-1,0,-1,1,1,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,-1
697c87b8b8505b6fcd3215f8,8820,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,0,1,1,-1,1,1,1,1,-1,1,1,1,1
697c87b8b8505b6fcd31f8cb,1351,1,-1,1,1,1,-1,-1,1,-1,1,1,1,-1,0,-1,-1,-1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
697c87b8b8505b6fcd31f71a,918,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,-1
697c87b8b8505b6fcd323d88,18948,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,0,0,-1,1,1,0,-1,1,-1,1,1,1,1,1,1,0,1,1
697c87b8b8505b6fcd322d7f,14843,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
697c87b8b8505b6fcd32411b,19863,-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
697c87e7e317884755bc147a,5051,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
697c87b8b8505b6fcd321ea1,11037,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,0,-1,1,0,1,-1
697c87e7e317884755bc4bd9,19226,1,-1,-1,1,1,-1,0,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
697c87e7e317884755bc0c77,3000,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd3200ad,3369,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
697c87b8b8505b6fcd32151c,8600,1,0,1,-1,1,-1,1,1,-1,1,1,1,1,0,1,0,-1,-1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
697c87b8b8505b6fcd3204c8,4420,1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
697c87e7e317884755bc168f,5584,1,-1,1,-1,1,-1,1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
697c87b8b8505b6fcd323734,17328,-1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,-1,1,-1,1,0,-1,1,0,1,-1
697c87b8b8505b6fcd321de3,10847,1,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,1
697c87e7e317884755bc3584,13509,1,-1,1,1,1,-1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1
697c87b8b8505b6fcd324405,20609,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1
697c87e7e317884755bc4a47,18824,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
697c87b8b8505b6fcd3243dc,20568,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
697c87e7e317884755bc241a,9051,-1,-1,1,1,1,-1,0,0,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
697c87b8b8505b6fcd31f8dd,1369,1,1,1,-1,1,-1,0,0,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,1,-1,-1,-1,1,-1,1,-1
697c87e7e317884755bc1cca,7179,-1,-1,1,1,1,-1,1,0,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
697c87e7e317884755bc2a8b,10700,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
697c87b8b8505b6fcd31fd1a,2454,1,-1,1,1,1,-1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1
697c87b8b8505b6fcd324627,21155,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
